timestamp,open,high,low,close,vol,volCcy,volCcyQuote
1713008700000,67512.9,67519.1,67308.5,67355.7,38.48454801,2593104.451070869,2593104.451070869
1713007800000,67447.2,67583.9,67445,67519.2,20.81287614,1405264.000306432,1405264.000306432
1713006900000,67553.9,67726.4,67447.3,67447.3,45.39214184,3069195.286795361,3069195.286795361
1713006000000,67420.1,67832.5,67416.1,67550.2,124.00222821,8389963.601713243,8389963.601713243
1713005100000,67386.8,67472.7,67359.5,67420.2,58.07162377,3914745.037931238,3914745.037931238
1713004200000,67331.4,67477,67331.4,67386.8,65.70474332,4429201.36662692,4429201.36662692
1713003300000,67428.1,67458.3,67312.5,67327.1,21.23795841,1431697.072741072,1431697.072741072
1713002400000,67384.6,67453.9,67310.3,67429.2,43.91201607,2958321.955209878,2958321.955209878
1713001500000,67363.8,67475,67334.8,67384.7,53.06455252,3577080.784974047,3577080.784974047
1713000600000,67192.4,67398.1,67176.1,67363.8,61.97543181,4169320.604585172,4169320.604585172
1712999700000,67145,67285.5,67145,67192.4,25.49590017,1713854.836773568,1713854.836773568
1712998800000,67175.9,67267.9,67135.9,67144.9,89.40165793,6008130.313290439,6008130.313290439
1712997900000,67284.2,67287.9,67085.1,67175.9,161.18804553,10828734.445070853,10828734.445070853
1712997000000,67388.1,67402.9,67258,67288,97.89770998,6591308.711340204,6591308.711340204
1712996100000,67230.1,67401.9,67155,67388,101.1479314,6805163.719148296,6805163.719148296
1712995200000,67444.1,67453.1,67213,67230.1,169.50367652,11410861.458639417,11410861.458639417
1712994300000,67457,67500,67340,67444.1,140.53069206,9473440.321906227,9473440.321906227
1712993400000,67355.6,67512.4,67270.8,67457,137.72856422,9286838.766226956,9286838.766226956
1712992500000,67377.9,67377.9,67119.6,67355.6,172.22245573,11579630.592540905,11579630.592540905
1712991600000,67472.2,67561.7,67374.8,67377.9,116.12562388,7836739.766584358,7836739.766584358
1712990700000,67411.9,67487.7,67303.4,67472.1,108.05259067,7281356.344524185,7281356.344524185
1712989800000,67382.5,67431.1,67272.4,67409.6,55.16899913,3716583.761258407,3716583.761258407
1712988900000,67376.1,67396,67256.4,67382.5,78.10323244,5257395.995484463,5257395.995484463
1712988000000,67339.1,67505,67339.1,67380.1,53.47694363,3605439.717997812,3605439.717997812
1712987100000,67518.7,67575.9,67305.1,67339.1,150.90692962,10176390.215269476,10176390.215269476
1712986200000,67667.9,67667.9,67374.4,67518.7,197.90498365,13354413.453259407,13354413.453259407
1712985300000,67733.6,67740,67603.3,67667.9,60.88121951,4119453.654390838,4119453.654390838
1712984400000,67575.6,67889.6,67565.8,67733.6,206.19388795,13974554.032001358,13974554.032001358
1712983500000,67699.7,67940,67536.7,67575.7,244.9403014,16600335.978790041,16600335.978790041
1712982600000,67380.3,67726.9,67292.8,67697.3,185.21818632,12500037.949501649,12500037.949501649
1712981700000,67235.3,67380.3,67117.6,67380.3,125.37809637,8436182.76099376,8436182.76099376
1712980800000,67145.9,67239.6,67007.1,67235.4,94.42963869,6338964.200643216,6338964.200643216
1712979900000,66976,67166,66914.6,67146,136.8094182,9170541.042991603,9170541.042991603
1712979000000,66781.3,67020.7,66736.2,66979.5,193.89533143,12974192.965408175,12974192.965408175
1712978100000,66544,66780.3,66522.1,66780.3,142.77606871,9521945.414155412,9521945.414155412
1712977200000,66537.7,66732.3,66483.2,66545.1,124.9086664,8318376.264838175,8318376.264838175
1712976300000,66533.8,66575.4,66415.1,66537.8,76.4074804,5081196.039297898,5081196.039297898
1712975400000,66521.9,66590.5,66310.4,66532,91.88717363,6104430.404358812,6104430.404358812
1712974500000,66416.2,66537.5,66269.6,66521.9,102.64119202,6818922.550868061,6818922.550868061
1712973600000,65884,66428.5,65872.1,66416.2,198.78186664,13149167.082005863,13149167.082005863
1712972700000,66279.4,66316,65742,65891.8,416.57726967,27484571.115174991,27484571.115174991
1712971800000,66570.7,66570.7,66134.5,66278.8,302.37495992,20045477.43273912,20045477.43273912
1712970900000,66510.1,66666.6,66460,66570.7,145.72122825,9694156.095843253,9694156.095843253
1712970000000,66926.7,66936.9,66406.5,66510.1,203.06561826,13546929.455739483,13546929.455739483
1712969100000,66795.9,66942.2,66753,66926.6,83.95949205,5613302.800820691,5613302.800820691
1712968200000,67036.3,67093.1,66762.1,66795.9,121.60483969,8134955.337044098,8134955.337044098
1712967300000,66950.9,67043.9,66900,67036.3,66.96271304,4483306.600490983,4483306.600490983
1712966400000,67120.7,67146,66944,66950.9,125.94501308,8446365.035044907,8446365.035044907
1712965500000,67114.1,67235.5,67080,67120.7,57.36260428,3852392.278058363,3852392.278058363
1712964600000,66972,67150,66929.7,67114.1,71.28551081,4781056.865236007,4781056.865236007
1712963700000,66900,66989.1,66816,66972.2,69.49669175,4648699.449233148,4648699.449233148
1712962800000,67060.6,67063.6,66818.4,66900.1,68.56744413,4587986.083223336,4587986.083223336
1712961900000,67007.8,67063.5,66900.1,67060.5,110.7388412,7415903.622515447,7415903.622515447
1712961000000,67079.9,67130.2,66988,67007.8,54.30205684,3641147.303745784,3641147.303745784
1712960100000,67128.2,67272.7,67072,67076.3,91.19788655,6125560.082324412,6125560.082324412
1712959200000,66956.4,67166,66826.4,67128.1,104.19107167,6982226.154265472,6982226.154265472
1712958300000,66784.9,66983.3,66779.4,66956.5,44.62307088,2984302.754650725,2984302.754650725
1712957400000,66904.5,66904.6,66700,66784.9,106.15140064,7086153.271329962,7086153.271329962
1712956500000,66853.6,66989.6,66723,66904.6,133.58346168,8933174.566575045,8933174.566575045
